mid_depth,top_depth,bottom_depth,AC_ecm,effective_center_x,effective_center_y,xlo,xhi,ylo,yhi,section,stick,core,DC_ecm,top_depth_adj,bottom_depth_adj,mid_depth_adj
156.79100000000008,156.79100000000008,156.79100000000008,1.935525e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.79100000000008,156.79100000000008,156.79100000000008
156.7920000000001,156.7920000000001,156.7920000000001,1.9291625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7920000000001,156.7920000000001,156.7920000000001
156.7930000000001,156.7930000000001,156.7930000000001,1.9267162499999997e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7930000000001,156.7930000000001,156.7930000000001
156.7940000000001,156.7940000000001,156.7940000000001,1.914325e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7940000000001,156.7940000000001,156.7940000000001
156.7950000000001,156.7950000000001,156.7950000000001,1.9105262500000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7950000000001,156.7950000000001,156.7950000000001
156.7960000000001,156.7960000000001,156.7960000000001,1.9115300000000006e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7960000000001,156.7960000000001,156.7960000000001
156.7970000000001,156.7970000000001,156.7970000000001,1.8830225e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.7970000000001,156.7970000000001,156.7970000000001
156.79800000000012,156.79800000000012,156.79800000000012,1.877195e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.79800000000012,156.79800000000012,156.79800000000012
156.79900000000012,156.79900000000012,156.79900000000012,1.8868975e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.79900000000012,156.79900000000012,156.79900000000012
156.80000000000013,156.80000000000013,156.80000000000013,1.875895e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80000000000013,156.80000000000013,156.80000000000013
156.80100000000013,156.80100000000013,156.80100000000013,1.8534875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80100000000013,156.80100000000013,156.80100000000013
156.80200000000013,156.80200000000013,156.80200000000013,1.83983125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80200000000013,156.80200000000013,156.80200000000013
156.80300000000014,156.80300000000014,156.80300000000014,1.8327337500000003e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80300000000014,156.80300000000014,156.80300000000014
156.80400000000014,156.80400000000014,156.80400000000014,1.823105e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80400000000014,156.80400000000014,156.80400000000014
156.80500000000015,156.80500000000015,156.80500000000015,1.810375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80500000000015,156.80500000000015,156.80500000000015
156.80600000000015,156.80600000000015,156.80600000000015,1.81919e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80600000000015,156.80600000000015,156.80600000000015
156.80700000000016,156.80700000000016,156.80700000000016,1.8056825e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80700000000016,156.80700000000016,156.80700000000016
156.80800000000016,156.80800000000016,156.80800000000016,1.8026375000000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80800000000016,156.80800000000016,156.80800000000016
156.80900000000017,156.80900000000017,156.80900000000017,1.80245625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.80900000000017,156.80900000000017,156.80900000000017
156.81000000000017,156.81000000000017,156.81000000000017,1.8026375000000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.81000000000017,156.81000000000017,156.81000000000017
156.81100000000018,156.81100000000018,156.81100000000018,1.79173625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.81100000000018,156.81100000000018,156.81100000000018
156.81200000000018,156.81200000000018,156.81200000000018,1.79101e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.81200000000018,156.81200000000018,156.81200000000018
156.8130000000002,156.8130000000002,156.8130000000002,1.7832e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8130000000002,156.8130000000002,156.8130000000002
156.8140000000002,156.8140000000002,156.8140000000002,1.7806275e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8140000000002,156.8140000000002,156.8140000000002
156.8150000000002,156.8150000000002,156.8150000000002,1.77306e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8150000000002,156.8150000000002,156.8150000000002
156.8160000000002,156.8160000000002,156.8160000000002,1.770385e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8160000000002,156.8160000000002,156.8160000000002
156.8170000000002,156.8170000000002,156.8170000000002,1.76771e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8170000000002,156.8170000000002,156.8170000000002
156.8180000000002,156.8180000000002,156.8180000000002,1.7554075e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8180000000002,156.8180000000002,156.8180000000002
156.81900000000022,156.81900000000022,156.81900000000022,1.750895e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.81900000000022,156.81900000000022,156.81900000000022
156.82000000000022,156.82000000000022,156.82000000000022,1.7474237499999996e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82000000000022,156.82000000000022,156.82000000000022
156.82100000000023,156.82100000000023,156.82100000000023,1.7432275e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82100000000023,156.82100000000023,156.82100000000023
156.82200000000023,156.82200000000023,156.82200000000023,1.7340325e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82200000000023,156.82200000000023,156.82200000000023
156.82300000000023,156.82300000000023,156.82300000000023,1.726005e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82300000000023,156.82300000000023,156.82300000000023
156.82400000000024,156.82400000000024,156.82400000000024,1.7137162499999997e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82400000000024,156.82400000000024,156.82400000000024
156.82500000000024,156.82500000000024,156.82500000000024,1.69e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82500000000024,156.82500000000024,156.82500000000024
156.82600000000025,156.82600000000025,156.82600000000025,1.6785649999999997e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82600000000025,156.82600000000025,156.82600000000025
156.82700000000025,156.82700000000025,156.82700000000025,1.6785649999999997e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82700000000025,156.82700000000025,156.82700000000025
156.82800000000026,156.82800000000026,156.82800000000026,1.66958e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82800000000026,156.82800000000026,156.82800000000026
156.82900000000026,156.82900000000026,156.82900000000026,1.6663525e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.82900000000026,156.82900000000026,156.82900000000026
156.83000000000027,156.83000000000027,156.83000000000027,1.6672349999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.83000000000027,156.83000000000027,156.83000000000027
156.83100000000027,156.83100000000027,156.83100000000027,1.6663975e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.83100000000027,156.83100000000027,156.83100000000027
156.83200000000028,156.83200000000028,156.83200000000028,1.6728350000000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.83200000000028,156.83200000000028,156.83200000000028
156.83300000000028,156.83300000000028,156.83300000000028,1.6756775e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.83300000000028,156.83300000000028,156.83300000000028
156.8340000000003,156.8340000000003,156.8340000000003,1.6737475000000002e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8340000000003,156.8340000000003,156.8340000000003
156.8350000000003,156.8350000000003,156.8350000000003,1.6768175e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8350000000003,156.8350000000003,156.8350000000003
156.8360000000003,156.8360000000003,156.8360000000003,1.6805425e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8360000000003,156.8360000000003,156.8360000000003
156.8370000000003,156.8370000000003,156.8370000000003,1.6829600000000004e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8370000000003,156.8370000000003,156.8370000000003
156.8380000000003,156.8380000000003,156.8380000000003,1.6882275e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8380000000003,156.8380000000003,156.8380000000003
156.8390000000003,156.8390000000003,156.8390000000003,1.7028599999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8390000000003,156.8390000000003,156.8390000000003
156.84000000000032,156.84000000000032,156.84000000000032,1.71437375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84000000000032,156.84000000000032,156.84000000000032
156.84100000000032,156.84100000000032,156.84100000000032,1.728345e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84100000000032,156.84100000000032,156.84100000000032
156.84200000000033,156.84200000000033,156.84200000000033,1.7287675e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84200000000033,156.84200000000033,156.84200000000033
156.84300000000033,156.84300000000033,156.84300000000033,1.73493625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84300000000033,156.84300000000033,156.84300000000033
156.84400000000034,156.84400000000034,156.84400000000034,1.745775e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84400000000034,156.84400000000034,156.84400000000034
156.84500000000034,156.84500000000034,156.84500000000034,1.748865e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84500000000034,156.84500000000034,156.84500000000034
156.84600000000034,156.84600000000034,156.84600000000034,1.7611375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84600000000034,156.84600000000034,156.84600000000034
156.84700000000035,156.84700000000035,156.84700000000035,1.7665175e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84700000000035,156.84700000000035,156.84700000000035
156.84800000000035,156.84800000000035,156.84800000000035,1.77557125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84800000000035,156.84800000000035,156.84800000000035
156.84900000000036,156.84900000000036,156.84900000000036,1.7757700000000003e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.84900000000036,156.84900000000036,156.84900000000036
156.85000000000036,156.85000000000036,156.85000000000036,1.7769962500000003e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.85000000000036,156.85000000000036,156.85000000000036
156.85100000000037,156.85100000000037,156.85100000000037,1.7826875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.85100000000037,156.85100000000037,156.85100000000037
156.85200000000037,156.85200000000037,156.85200000000037,1.7852125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.85200000000037,156.85200000000037,156.85200000000037
156.85300000000038,156.85300000000038,156.85300000000038,1.7831399999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.85300000000038,156.85300000000038,156.85300000000038
156.85400000000038,156.85400000000038,156.85400000000038,1.77775e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.85400000000038,156.85400000000038,156.85400000000038
156.8550000000004,156.8550000000004,156.8550000000004,1.772675e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8550000000004,156.8550000000004,156.8550000000004
156.8560000000004,156.8560000000004,156.8560000000004,1.76374e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8560000000004,156.8560000000004,156.8560000000004
156.8570000000004,156.8570000000004,156.8570000000004,1.76231e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8570000000004,156.8570000000004,156.8570000000004
156.8580000000004,156.8580000000004,156.8580000000004,1.7649400000000003e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8580000000004,156.8580000000004,156.8580000000004
156.8590000000004,156.8590000000004,156.8590000000004,1.7482249999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8590000000004,156.8590000000004,156.8590000000004
156.8600000000004,156.8600000000004,156.8600000000004,1.73643e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8600000000004,156.8600000000004,156.8600000000004
156.86100000000042,156.86100000000042,156.86100000000042,1.71482375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86100000000042,156.86100000000042,156.86100000000042
156.86200000000042,156.86200000000042,156.86200000000042,1.6963849999999997e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86200000000042,156.86200000000042,156.86200000000042
156.86300000000043,156.86300000000043,156.86300000000043,1.669375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86300000000043,156.86300000000043,156.86300000000043
156.86400000000043,156.86400000000043,156.86400000000043,1.6434024999999998e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86400000000043,156.86400000000043,156.86400000000043
156.86500000000044,156.86500000000044,156.86500000000044,1.6232083333333335e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86500000000044,156.86500000000044,156.86500000000044
156.86600000000044,156.86600000000044,156.86600000000044,1.5628e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86600000000044,156.86600000000044,156.86600000000044
156.86700000000044,156.86700000000044,156.86700000000044,1.5418e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86700000000044,156.86700000000044,156.86700000000044
156.86800000000045,156.86800000000045,156.86800000000045,1.50479125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86800000000045,156.86800000000045,156.86800000000045
156.86900000000045,156.86900000000045,156.86900000000045,1.4662525e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.86900000000045,156.86900000000045,156.86900000000045
156.87000000000046,156.87000000000046,156.87000000000046,1.4386337499999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87000000000046,156.87000000000046,156.87000000000046
156.87100000000046,156.87100000000046,156.87100000000046,1.4312025e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87100000000046,156.87100000000046,156.87100000000046
156.87200000000047,156.87200000000047,156.87200000000047,1.4059075e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87200000000047,156.87200000000047,156.87200000000047
156.87300000000047,156.87300000000047,156.87300000000047,1.3839100000000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87300000000047,156.87300000000047,156.87300000000047
156.87400000000048,156.87400000000048,156.87400000000048,1.35227375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87400000000048,156.87400000000048,156.87400000000048
156.87500000000048,156.87500000000048,156.87500000000048,1.32518125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.87500000000048,156.87500000000048,156.87500000000048
156.8760000000005,156.8760000000005,156.8760000000005,1.3049325e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8760000000005,156.8760000000005,156.8760000000005
156.8770000000005,156.8770000000005,156.8770000000005,1.280585e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8770000000005,156.8770000000005,156.8770000000005
156.8780000000005,156.8780000000005,156.8780000000005,1.2563575e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8780000000005,156.8780000000005,156.8780000000005
156.8790000000005,156.8790000000005,156.8790000000005,1.228725e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8790000000005,156.8790000000005,156.8790000000005
156.8800000000005,156.8800000000005,156.8800000000005,1.20331125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8800000000005,156.8800000000005,156.8800000000005
156.8810000000005,156.8810000000005,156.8810000000005,1.19459625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8810000000005,156.8810000000005,156.8810000000005
156.88200000000052,156.88200000000052,156.88200000000052,1.1729425e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88200000000052,156.88200000000052,156.88200000000052
156.88300000000052,156.88300000000052,156.88300000000052,1.1718975e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88300000000052,156.88300000000052,156.88300000000052
156.88400000000053,156.88400000000053,156.88400000000053,1.1600375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88400000000053,156.88400000000053,156.88400000000053
156.88500000000053,156.88500000000053,156.88500000000053,1.1423905e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88500000000053,156.88500000000053,156.88500000000053
156.88600000000054,156.88600000000054,156.88600000000054,1.13256e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88600000000054,156.88600000000054,156.88600000000054
156.88700000000054,156.88700000000054,156.88700000000054,1.1309875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88700000000054,156.88700000000054,156.88700000000054
156.88800000000055,156.88800000000055,156.88800000000055,1.1266700000000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88800000000055,156.88800000000055,156.88800000000055
156.88900000000055,156.88900000000055,156.88900000000055,1.1214241249999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.88900000000055,156.88900000000055,156.88900000000055
156.89000000000055,156.89000000000055,156.89000000000055,1.1114225e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89000000000055,156.89000000000055,156.89000000000055
156.89100000000056,156.89100000000056,156.89100000000056,1.11139e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89100000000056,156.89100000000056,156.89100000000056
156.89200000000056,156.89200000000056,156.89200000000056,1.1094387500000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89200000000056,156.89200000000056,156.89200000000056
156.89300000000057,156.89300000000057,156.89300000000057,1.1102212499999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89300000000057,156.89300000000057,156.89300000000057
156.89400000000057,156.89400000000057,156.89400000000057,1.1132375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89400000000057,156.89400000000057,156.89400000000057
156.89500000000058,156.89500000000058,156.89500000000058,1.1185875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89500000000058,156.89500000000058,156.89500000000058
156.89600000000058,156.89600000000058,156.89600000000058,1.1241025e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.89600000000058,156.89600000000058,156.89600000000058
156.8970000000006,156.8970000000006,156.8970000000006,1.130345e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8970000000006,156.8970000000006,156.8970000000006
156.8980000000006,156.8980000000006,156.8980000000006,1.13225975e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8980000000006,156.8980000000006,156.8980000000006
156.8990000000006,156.8990000000006,156.8990000000006,1.14561125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.8990000000006,156.8990000000006,156.8990000000006
156.9000000000006,156.9000000000006,156.9000000000006,1.152635e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.9000000000006,156.9000000000006,156.9000000000006
156.9010000000006,156.9010000000006,156.9010000000006,1.1524725e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.9010000000006,156.9010000000006,156.9010000000006
156.9020000000006,156.9020000000006,156.9020000000006,1.1525225000000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.9020000000006,156.9020000000006,156.9020000000006
156.90300000000062,156.90300000000062,156.90300000000062,1.1548900000000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90300000000062,156.90300000000062,156.90300000000062
156.90400000000062,156.90400000000062,156.90400000000062,1.1553337500000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90400000000062,156.90400000000062,156.90400000000062
156.90500000000063,156.90500000000063,156.90500000000063,1.1523099999999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90500000000063,156.90500000000063,156.90500000000063
156.90600000000063,156.90600000000063,156.90600000000063,1.15510875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90600000000063,156.90600000000063,156.90600000000063
156.90700000000064,156.90700000000064,156.90700000000064,1.15470625e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90700000000064,156.90700000000064,156.90700000000064
156.90800000000064,156.90800000000064,156.90800000000064,1.1476925e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90800000000064,156.90800000000064,156.90800000000064
156.90900000000065,156.90900000000065,156.90900000000065,1.1476925e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.90900000000065,156.90900000000065,156.90900000000065
156.91000000000065,156.91000000000065,156.91000000000065,1.14352e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91000000000065,156.91000000000065,156.91000000000065
156.91100000000066,156.91100000000066,156.91100000000066,1.1403174999999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91100000000066,156.91100000000066,156.91100000000066
156.91200000000066,156.91200000000066,156.91200000000066,1.1387575e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91200000000066,156.91200000000066,156.91200000000066
156.91300000000066,156.91300000000066,156.91300000000066,1.1372225e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91300000000066,156.91300000000066,156.91300000000066
156.91400000000067,156.91400000000067,156.91400000000067,1.13512125e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91400000000067,156.91400000000067,156.91400000000067
156.91500000000067,156.91500000000067,156.91500000000067,1.1359875e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91500000000067,156.91500000000067,156.91500000000067
156.91600000000068,156.91600000000068,156.91600000000068,1.1360399999999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91600000000068,156.91600000000068,156.91600000000068
156.91700000000068,156.91700000000068,156.91700000000068,1.1363475e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.91700000000068,156.91700000000068,156.91700000000068
156.9180000000007,156.9180000000007,156.9180000000007,1.1360399999999999e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.9180000000007,156.9180000000007,156.9180000000007
156.9190000000007,156.9190000000007,156.9190000000007,1.13668375e-08,0.0,0.0,0.0,0.0,0.0,0.0,228_4,median,alhic1901,,156.9190000000007,156.9190000000007,156.9190000000007
