Depth (cm),FlowThrough (mL),FlowRate (mL/min),Liquid Conductivity,Dust Concentration,CPP,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.7,2.9,3.2,3.6,4,4.5,5.1,5.7,6.4,7.2,8.1,9,10,12
1.780684639,0.047105687,4.0204,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.830632575,0.037046507,3.2308,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.860350738,0.05571424,4.8588,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.900993836,0.058163,4.9854,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.940557155,0.061716,5.328,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.970811783,0.06250784,5.4592,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.010835298,0.06371152,5.4688,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.040454204,0.053626907,4.6904,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.080575954,0.0554867,4.846,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.120411915,0.05984316,5.1148,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.150293888,0.06242769,5.4522,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.18052917,0.062405853,5.3644,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.21985622,0.06127184,5.3984,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2602554,0.054409233,4.6972,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.290846876,0.054684,4.6872,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.323142115,0.050185453,4.3388,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.361734432,0.041316917,3.619,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.401842731,0.047203163,4.0634,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.435546718,0.05590788,4.9042,1.87,91.55183202,0.803549964,0.777836365,0.67322877,0.641963371,0.467714779,0.739631217,0.299212786,0.478526178,0.426027581,0.835083212,0.779199965,0.902021359,0.777836365,1.185065747,1.009843154,1.141406198,0.479281028,2.375488493,1.595801528,1.136073549,4.675199789,4.4377873,9.690155113,9.018898693,12.76641222,9.08858839,0,0,24.3499989,42.0767981
2.472804115,0.041577667,3.5638,1.83,395.7933237,5.664452773,5.796175857,4.300007248,2.877411039,2.605517306,2.762648571,2.682265729,2.573822564,2.864314038,2.245808183,5.500740266,4.548424607,3.835063725,5.975670251,4.526323418,7.674023808,6.444706586,10.38123932,15.02068809,15.27634154,23.05072111,32.82026502,17.37330231,60.63682095,34.33300134,48.88429292,17.40070778,47.7385673,0,226.3161709
